name,category,latitude,longitude,nearest_stop_name,dist_to_stop_m,dist_to_stop_miles,stop_prox_norm,access_score
Kinglett Homes LLC,New Housing For-Sale Builders ,33.85729294,-84.35381713,PEACHTREE RD@VERMONT RD,258.19136384840436,0.160433074333829,0.9999816458865655,0.9999816458865655
"Daily Trabert Avenue, LLC",Limited-Service Restaurants ,33.79486801,-84.41340835,HOWELL MILL RD NW @ TRABERT AVE NW,177.50922790445205,0.11029939472358362,0.9999874026439541,0.9999874026439541
97 Estoria,Limited-Service Restaurants ,33.75199202,-84.36343402,MEMORIAL DR SE@PEARL ST SE,604.6582167584637,0.37571813088499867,0.9999569251030599,0.9999569251030599
97 Estoria,Limited-Service Restaurants ,33.75199202,-84.36343402,MEMORIAL DR SE@PEARL ST SE,604.6582167584637,0.37571813088499867,0.9999569251030599,0.9999569251030599
97 Estoria,Limited-Service Restaurants ,33.75199202,-84.36343402,MEMORIAL DR SE@PEARL ST SE,604.6582167584637,0.37571813088499867,0.9999569251030599,0.9999569251030599
97 Estoria,Limited-Service Restaurants ,33.75199202,-84.36343402,MEMORIAL DR SE@PEARL ST SE,604.6582167584637,0.37571813088499867,0.9999569251030599,0.9999569251030599
Women's Integrative OBGYN,Offices of Physicians (except Mental Health Specialists) ,33.84345979,-84.42891848,HOWELL MILL RD NW @ 3280,50.9638599375742,0.03166755311964793,0.9999964317923961,0.9999964317923961
"Susie Click LPC, LLC",Offices of Mental Health Practitioners (except Physicians) ,33.86688628,-84.41670453,NORTHSIDE PKWY@3715,1894.8833060730603,1.177428825526651,0.9998648661518548,0.9998648661518548
"PELLE DEVELOPMENT GROUP, INC.",Commercial and Institutional Building Construction ,33.76256851,-84.35638023,JOHN LEWIS FREEDOM PKWY NE @ 441,455.66058762047527,0.2831350663131938,0.9999675562445438,0.9999675562445438
PreView Restaurant,Full-Service Restaurants ,33.81458899,-84.39114199,PEACHTREE RD NW@BISCAYNE DR NW,64.09534251053077,0.0398270983822752,0.9999954948469565,0.9999954948469565
"Grace Under Pressure...""Getting To Yes"", LLC",Educational Support Services,34.10850638,-83.85728391,WINDWARD CONCOURSE@1100,35197.50663650027,21.87077102197191,0.9974886880713236,0.9974886880713236
AC MARRIOTT ATLANTA DOWNTOWN,Hotels (except Casino Hotels) and Motels ,33.7600547,-84.39092423,CENTENNIAL OLYMPIC PARK,119.7436282508814,0.0744054259826273,0.9999915242817705,0.9999915242817705
AC MARRIOTT ATLANTA DOWNTOWN,Hotels (except Casino Hotels) and Motels ,33.7600547,-84.39092423,CENTENNIAL OLYMPIC PARK,119.7436282508814,0.0744054259826273,0.9999915242817705,0.9999915242817705
Fetch Buckhead,Limited-Service Restaurants ,33.83788477,-84.37708956,PEACHTREE RD NW@MATHIESON DR NE,270.61707827750763,0.1681540745134699,0.9999807592984439,0.9999807592984439
Fetch Buckhead,Limited-Service Restaurants ,33.83788477,-84.37708956,PEACHTREE RD NW@MATHIESON DR NE,270.61707827750763,0.1681540745134699,0.9999807592984439,0.9999807592984439
"The Hartman Firm, LLC",All Other Legal Services ,33.84819125,-84.36579461,PEACHTREE RD NE@STRATFORD RD NE,47.85524304098753,0.029735943331420045,0.9999966535955632,0.9999966535955632
Visa U.S.A. Inc.,"Data Processing, Hosting, and Related Services",33.78790001,-84.38505899,15TH ST NE @ ARTS CENTER WAY NE,49.48133849129208,0.030746354711429582,0.9999965375718997,0.9999965375718997
"Burr Computer Environments, Inc.",Commercial and Institutional Building Construction ,30.00457843,-95.5805918,MAIN ST @ TOOMBS ST,1102293.2927180605,684.9349998869478,0.9213502532232349,0.9213502532232349
Palo Santo,Full-Service Restaurants ,33.7841318,-84.41810792,W MARIETTA ST NW @ JOSEPH E LOWERY BLVD NW,88.33020098156571,0.054885978712742936,0.9999937656636753,0.9999937656636753
"MH Health Care Services, PC",Offices of Physicians (except Mental Health Specialists) ,33.77421412,-84.38781463,NORTH AVE STATION,263.0435789799365,0.16344810852892275,0.9999812996757843,0.9999812996757843
Northside Drive Liquor,"Beer, Wine, and Liquor Stores ",33.7917667,-84.40744387,17TH ST NW @ NORTHSIDE DR NW,45.62418120051625,0.028349622329971447,0.999996812784231,0.999996812784231
Mochinut_Atlanta,Limited-Service Restaurants ,33.80283002,-84.42852796,CHATTAHOOCHEE AVE NW @ SOUTHLAND CIR NW,202.16225119638318,0.1256181112731823,0.9999856436241621,0.9999856436241621
THE VARIETY PLAYHOUSE,Food Service Contractors,33.76360623,-84.35097038,MORELAND AVE NE @ 326,156.8902128017327,0.0974873008821832,0.9999888738329125,0.9999888738329125
THE VARIETY PLAYHOUSE,Food Service Contractors,33.76360623,-84.35097038,MORELAND AVE NE @ 326,156.8902128017327,0.0974873008821832,0.9999888738329125,0.9999888738329125
THE VARIETY PLAYHOUSE,Food Service Contractors,33.76360623,-84.35097038,MORELAND AVE NE @ 326,156.8902128017327,0.0974873008821832,0.9999888738329125,0.9999888738329125
TERMINAL WEST/STATIONSIDE,Food Service Contractors,33.77666939,-84.40740599,MARIETTA ST NW @ HAMPTON ST,81.91141469150037,0.05089751990971477,0.9999942236509975,0.9999942236509975
Idol Design,Home Furnishing Merchant Wholesalers ,33.82558923,-84.38676035,PEACHTREE RD NW@LAKEVIEW AVE NE,60.03796642942912,0.0373059555031436,0.9999957843451144,0.9999957843451144
"Gray Ventures IV, LLC",Miscellaneous Financial Investment Activities ,33.86770901,-84.45003199,NORTHSIDE PKWY @ RIVER GREEN DR,399.28713417773616,0.2481061392730785,0.9999715785512271,0.9999715785512271
Perfect Seasoning,Limited-Service Restaurants ,33.80283002,-84.42852796,CHATTAHOOCHEE AVE NW @ SOUTHLAND CIR NW,202.16225119638318,0.1256181112731823,0.9999856436241621,0.9999856436241621
CurlZee,Beauty Salons ,33.80585723,-84.46382024,PERRY BLVD NW @ 2245,49.344473111699735,0.03066131029595967,0.9999965473373921,0.9999965473373921
LT Nail Spa LLc,Nail Salons ,33.81038283,-84.41597481,HOWELL MILL RD NW@SPRING LAKE PL NW,290.22585351103663,0.18033843284267878,0.9999793601911894,0.9999793601911894
"BERKELEY ADVISORS, INC.",Investment Advice ,33.82550433,-84.35423086,BUFORD HWY NE @ LENOX POINTE,47.72203934841735,0.029653174188435848,0.9999966630997903,0.9999966630997903
"HamLam Properties, LLC",Lessors of Nonresidential Buildings (except Miniwarehouses) ,33.825434,-84.35431702,BUFORD HWY NE @ LENOX POINTE,37.04929298166156,0.023021420570955523,0.9999974246117506,0.9999974246117506
CSLW HOLDINGS LLC,Lessors of Residential Buildings and Dwellings ,33.77225724,-84.38009607,PONCE DE LEON AVE NE @ MYRTLE ST NE,30.03995626770761,0.018666009834905992,0.9999979247354824,0.9999979247354824
Georgia Eye Partners,Offices of Physicians (except Mental Health Specialists) ,33.768542,-84.38587397,PEACHTREE ST NE @ RENAISSANCE PKY NE,50.27140018748672,0.031237277509716232,0.9999964812001457,0.9999964812001457
Exquisite Limousine Transportation Services,All Other Transit and Ground Passenger Transportation ,33.74809062,-84.39672426,PEACHTREE ST SW @ BROTHERTON TRANSPORTATION MALL,91.66045547134927,0.05695530805880005,0.9999935280464268,0.9999935280464268
"Volkert, Inc.","All Other Professional, Scientific, and Technical Services",33.84819125,-84.36579461,PEACHTREE RD NE@STRATFORD RD NE,47.85524304098753,0.029735943331420045,0.9999966535955632,0.9999966535955632
"F5, Inc.",Telephone Apparatus Manufacturing,47.60527968,-122.3311371,ALPHARETTA ST@GREEN ST,3488955.2237221617,2167.9416554128784,0.7510593512176674,0.7510593512176674
"Porter's Basement, LLC",Electronic Shopping and Mail-Order Houses ,33.79473205,-84.36763059,MONROE DR NE@YORKSHIRE RD NE,49.17442094811074,0.03055564451769716,0.9999965594707972,0.9999965594707972
"Sync Healthcare Solutions, LLC",Services for the Elderly and Persons with Disabilities ,33.75994028,-84.38649163,PEACHTREE CENTER AVE @ ANDREW YOUNG INT BLVD,54.31361705932028,0.033749000869499474,0.9999961927836137,0.9999961927836137
"S*4 Real Property Group, LLC",Lessors of Other Real Estate Property ,33.7388955,-84.50915491,FAIRBURN RD SW @ BENJAMIN E MAYS DR SW,215.7281166439774,0.13404757021137695,0.999984675685036,0.999984675685036
"Commercial Loan Specialist, LLC",Mortgage and Nonmortgage Loan Brokers ,33.74809062,-84.39672426,PEACHTREE ST SW @ BROTHERTON TRANSPORTATION MALL,91.66045547134927,0.05695530805880005,0.9999935280464268,0.9999935280464268
Oasis Women's Wellness Center,Offices of Physicians (except Mental Health Specialists) ,33.80359847,-84.39417415,PEACHTREE RD @ PALISADES RD,135.82837081284467,0.08440004648666204,0.9999903766180467,0.9999903766180467
Glover's Tax & Business Solutions,Tax Preparation Services ,33.71303243,-84.41980047,SYLVAN RD SW@BYRON DR SW,158.27867733247845,0.09835005488739387,0.9999887747644712,0.9999887747644712
"Kid's Time Early Learning Center, Inc",Educational Support Services,33.69351173,-84.49007066,CAMPBELLTON RD@GREENBRIAR PKY,87.89860181020613,0.054617794754499446,0.9999937964587414,0.9999937964587414
Rohadfox Transportation Inc.,New Single-Family Housing Construction (except For-Sale Builders) ,33.83937615,-84.378471,PEACHTREE RD @ BOLLING WAY NE,86.35872170577251,0.053660955239894934,0.9999939063308472,0.9999939063308472
Cassie Black Nutrition,Other Personal Care Services ,33.73888603,-84.43867861,WESTWOOD AVE SW @ ONTARIO AVE SW,47.71190347276722,0.029646876031644787,0.9999966638229959,0.9999966638229959
HAN'S EXPRESS,Limited-Service Restaurants ,33.72198497,-84.46541328,CASCADE RD SW @ VENETIAN DR SW,84.80796178243608,0.052697355302444536,0.9999940169792397,0.9999940169792397
Avana on Main,Lessors of Residential Buildings and Dwellings ,33.60974207,-84.42633256,FOREST PKY @ SOUTHRIDGE PKY,876.774310155117,0.5448036525253315,0.9999375093264086,0.9999375093264086
Georgia Radio Reading Service,Civic and Social Organizations ,33.78557059,-84.39557652,14TH ST @ BARNES ST,120.40621273882775,0.07481713791916422,0.9999914770056529,0.9999914770056529
"Soccer In The Streets, Inc",Civic and Social Organizations ,33.75791911,-84.37233803,BOULEVARD NE @ IRWIN ST NE,32.00270496802674,0.019885608366179145,0.9999977846912464,0.9999977846912464
"Soccer In The Streets, Inc",Civic and Social Organizations ,33.75791911,-84.37233803,BOULEVARD NE @ IRWIN ST NE,32.00270496802674,0.019885608366179145,0.9999977846912464,0.9999977846912464
Circle K #185,Gasoline Stations with Convenience Stores ,33.76382831,-84.34963707,MORELAND AVE NE @ 326,54.06995279513067,0.03359759453883621,0.9999962101693217,0.9999962101693217
Elten Logistic Systems North America LLC,Other Commercial Equipment Merchant Wholesalers ,33.85103082,-84.36074955,PEACHTREE RD NE @ OAK VALLEY RD NE,68.19332281372638,0.04237347161800886,0.9999952024516435,0.9999952024516435
Luxor Jewelry,Jewelry Stores ,33.76143302,-84.38984196,PEACHTREE ST @ JOHN PORTMAN BLVD,203.88118874209107,0.1266862122000889,0.9999855209761148,0.9999855209761148
2004,Commercial and Institutional Building Construction ,30.00843759,-95.58222568,MAIN ST @ TOOMBS ST,1102266.0846272416,684.9180935210966,0.9213521945498498,0.9213521945498498
CMS/NEXTECH,"Plumbing, Heating, and Air-Conditioning Contractors ",28.09259436,-80.69960649,TALMADGE RD @ WILLARDS WAY,686999.163005472,426.88254999283686,0.9509819371360968,0.9509819371360968
"Consciousness Rising, LLC",Other Management Consulting Services ,33.84379272,-84.37856218,PEACHTREE RD @ MATHIESON DR NE,394.0257862868193,0.24483688113563282,0.9999719539540718,0.9999719539540718
Mercer (US) LLC,Human Resources Consulting Services ,33.85114574,-84.36651311,PEACHTREE RD NE@STRATFORD RD NE,260.8742176502459,0.1621001265427106,0.9999814544620541,0.9999814544620541
Delba& Eastern Restaurant & Bar,Drinking Places (Alcoholic Beverages) ,33.76138113,-84.3603012,RALPH MCGILL BLVD NE @ ASHLEY AVE NE,579.3801632330673,0.36001103758874275,0.999958728719433,0.999958728719433
OPS Business,Gasoline Stations with Convenience Stores ,33.76489639,-84.34927613,MORELAND AVE @ MCLENDON AVE,14.250599647105185,0.00885493410162252,0.9999990513231009,0.9999990513231009
Divine Jewelers,Jewelry Stores ,33.76143302,-84.38984196,PEACHTREE ST @ JOHN PORTMAN BLVD,203.88118874209107,0.1266862122000889,0.9999855209761148,0.9999855209761148
Atlanta Historical Society Inc,Museums ,33.84180101,-84.38616197,PEACHTREE RD @ BUCKHEAD AVE NE,613.8864088427454,0.38145227785473884,0.9999562666616052,0.9999562666616052
ATLANTA MASSAGE STUDIO,Other Personal Care Services ,33.84066124,-84.37054103,PIEDMONT RD NE @ MARTINA DR NE,116.62124054072372,0.07246525938628488,0.9999917470675002,0.9999917470675002
Texaco Food Mart,Gasoline Stations with Convenience Stores ,33.70820508,-84.45380309,CAMPBELLTON RD @ HONEYSUCKLE LN,39.94713137452322,0.02482205834349685,0.9999972178478569,0.9999972178478569
Texaco Food Mart,Gasoline Stations with Convenience Stores ,33.70820508,-84.45380309,CAMPBELLTON RD @ HONEYSUCKLE LN,39.94713137452322,0.02482205834349685,0.9999972178478569,0.9999972178478569
kylethatkid salon,Beauty Salons ,33.74623398,-84.37055201,MEMORIAL DR@ PARK AVE,76.25464042086693,0.04738255460056106,0.9999946272679407,0.9999946272679407
Whitaker Art Consulting,Art Dealers ,33.7387054,-84.36953127,BOULEVARD SE@ ROSALIA ST,122.2918295592537,0.07598880880314521,0.9999913424648598,0.9999913424648598
Glaciers Italian Ice,Caterers,33.75262493,-84.46286225,MARTIN L KING JR DR SW @ FAIRFIELD PL NW,10.213577676848379,0.006346438712048653,0.9999993393689711,0.9999993393689711
"Lisa Venture, LLC",Travel Agencies,33.7837171,-84.38384102,PEACHTREE ST NE @ 11TH ST NE,22.16789631111614,0.013774526396607393,0.9999984864154478,0.9999984864154478
"LaserAway Medical Group, Inc",Other Personal Care Services ,33.84063861,-84.3819286,PEACHTREE RD @ E PACES FERRY RD NE,239.53482350764546,0.14884040880587412,0.9999829770508336,0.9999829770508336
The Lovesac Company,Furniture Stores ,33.7852245,-84.41094466,14TH ST NW @ HOWELL MILL RD NW,78.95502046064401,0.04906049713587186,0.9999944345929135,0.9999944345929135
London Family Companies LLC,Other Activities Related to Real Estate ,33.83502407,-84.36677161,PIEDMONT RD NE @ BURKE RD NE,144.9313921101371,0.0900564157419421,0.9999897271076625,0.9999897271076625
CubeSmart 4651,Lessors of Miniwarehouses and Self-Storage Units ,33.81900743,-84.45268327,MARIETTA BLVD NW @ MOORES MILL RD NW,155.9925781394654,0.09692953517557844,0.9999889378801134,0.9999889378801134
PONCE FEET SPA,Offices of All Other Miscellaneous Health Practitioners ,33.77371287,-84.36923979,PONCE DE LEON AVE NE @ KENNESAW AVE NE,40.116223431926215,0.024927127537951097,0.9999972057829563,0.9999972057829563
Rockefeller Financial LLC,"All Other Professional, Scientific, and Technical Services",33.85114574,-84.36651311,PEACHTREE RD NE@STRATFORD RD NE,260.8742176502459,0.1621001265427106,0.9999814544620541,0.9999814544620541
"IEP Peachtree, LLC",Lessors of Other Real Estate Property ,33.77277299,-84.38726567,NORTH AVE STATION,96.36669164990569,0.059879634912389984,0.9999931922514014,0.9999931922514014
JJP Psychotherapy and Consultation,"Offices of Physicians, Mental Health Specialists ",33.77579813,-84.35620597,PONCE DE LEON AVE NE @ FREDERICA ST NE,216.37336008256992,0.13444850689262053,0.999984629646221,0.999984629646221
Adair Consulting LLC,"All Other Professional, Scientific, and Technical Services",33.7797437,-84.36092221,VIRGINIA AVE NE@GREENCOVE AVE NE,249.5579123097576,0.15506848292452657,0.9999822618926411,0.9999822618926411
Precise Installations LLC,Electrical Contractors and Other Wiring Installation Contractors,33.80139449,-84.42004774,DEFOOR AVE NW@TAYLOR ST NW,60.2498140691184,0.037437591850770134,0.9999957692295569,0.9999957692295569
"Angela Culbreth, LLC",Offices of Mental Health Practitioners (except Physicians) ,33.82516729,-84.35544439,BUFORD HWY NE @ LENOX POINTE,87.86480681589504,0.0545967954663993,0.9999937988700507,0.9999937988700507
PDS Media,Commercial Photography ,33.75994028,-84.38649163,PEACHTREE CENTER AVE @ ANDREW YOUNG INT BLVD,54.31361705932028,0.033749000869499474,0.9999961927836137,0.9999961927836137
Ginstar Computer Cellphone Inc,Other Computer Related Services,33.81038283,-84.41597481,HOWELL MILL RD NW@SPRING LAKE PL NW,290.22585351103663,0.18033843284267878,0.9999793601911894,0.9999793601911894
Atrium Ponce City Market,Full-Service Restaurants ,33.77300251,-84.36574969,PONCE DE LEON AVE NE @ 675,34.39384564486379,0.021371397992260052,0.9999976140807811,0.9999976140807811
"Inspiritus, Inc.",Emergency and Other Relief Services ,33.77451583,-84.38411947,PEACHTREE ST @ 4TH ST,56.89758835877556,0.03535461018726656,0.9999960084144756,0.9999960084144756
Dream Provisions,Food Service Contractors,33.73645201,-84.40259201,RALPH D ABERNATHY BLVD @ MCDANIEL STSW,82.81735848768979,0.051460448685603906,0.9999941590109309,0.9999941590109309
Irie Mon Cafe,Full-Service Restaurants ,33.80359847,-84.39417415,PEACHTREE RD @ PALISADES RD,135.82837081284467,0.08440004648666204,0.9999903766180467,0.9999903766180467
CUBIC TRANSPORTATION SYSTEMS INC,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,32.74830898,-117.203962,MAIN ST @ TOOMBS ST,3018161.7308810796,1875.403414369294,0.7846509745275219,0.7846509745275219
InLine Communities,Other Activities Related to Real Estate ,33.80291539,-84.39356797,PEACHTREE ST NE @ 26TH ST NW,52.278672699710015,0.03248454192383835,0.9999963379790878,0.9999963379790878
The Little Nail Kitchen,Nail Salons ,33.84456176,-84.37909418,PEACHTREE RD @ MATHIESON DR NE,490.9476881596058,0.3050615085436302,0.9999650384718748,0.9999650384718748
Starr Kidz Academy,Educational Support Services,33.67487868,-84.39374675,HAPEVILLE RD SW@2909,42.4556442328804,0.026380779843215484,0.9999970388627598,0.9999970388627598
Gateway Newstand,Convenience Stores ,33.75517018,-84.39043473,MARIETTA ST NW @ BROAD ST (FIVE POINTS STATION),28.678037844813385,0.01781975085737842,0.9999980219098302,0.9999980219098302
Georgia EMC,Electric Power Distribution ,33.67705135,-84.42876798,NORMAN BERRY DR @ 2814,165.6010900972706,0.10290000254593225,0.9999882523024256,0.9999882523024256
Smores Couture Candy Co. LLC,Confectionery Manufacturing from Purchased Chocolate ,33.79591897,-84.34151123,E ROCK SPRINGS RD @ MARKAN DR,223.6279628501469,0.13895631926761712,0.9999841120224918,0.9999841120224918
Mint Dentistry,Offices of Dentists ,33.7837171,-84.38384102,PEACHTREE ST NE @ 11TH ST NE,22.16789631111614,0.013774526396607393,0.9999984864154478,0.9999984864154478
Whisky Mistress,Drinking Places (Alcoholic Beverages) ,33.84162264,-84.37186303,PIEDMONT RD NE @ MARTINA DR NE,123.49628579323017,0.07673722506942608,0.9999912565256089,0.9999912565256089
Whisky Mistress,Drinking Places (Alcoholic Beverages) ,33.84162264,-84.37186303,PIEDMONT RD NE @ MARTINA DR NE,123.49628579323017,0.07673722506942608,0.9999912565256089,0.9999912565256089
"Micron Technology, Inc.",Semiconductor and Related Device Manufacturing ,33.77421412,-84.38781463,NORTH AVE STATION,263.0435789799365,0.16344810852892275,0.9999812996757843,0.9999812996757843
Our Best Laundry,Coin-Operated Laundries and Drycleaners ,33.75176621,-84.49183061,MARTIN L KING JR DR SW @ MIDDLETON RD NW,44.42664336679711,0.027605504968991706,0.9999968982298466,0.9999968982298466
"DuPre Designs, LLC",Interior Design Services,33.8191829,-84.39791524,PEACHTREE RD NW @ BISCAYNE DR NW,724.8787532997952,0.4504198946771939,0.9999483472381595,0.9999483472381595
"Jackie Faass, LMSW",Other Individual and Family Services ,33.80037727,-84.393243,PEACHTREE ST NE @ DEERING RD,103.5978932460169,0.06437290643743206,0.999992676297371,0.999992676297371
"SMJ, Inc.",Janitorial Services ,33.87362328,-84.3671959,ROSWELL RD NE @ DILBECK PL NW,1229.6506386738686,0.7640713824759644,0.9999123312199079,0.9999123312199079
PAWKids,Community Food Services ,33.77276765,-84.44129301,DONALD L HOLLOWELL PKY @ FLORENCE PL NW,42.91257571281939,0.026664704607366616,0.9999970062602062,0.9999970062602062
Bosom Blouse,Womens Clothing Stores ,33.75423468,-84.37704589,EDGEWOOD AVE @ HILLIARD ST,26.282217696316174,0.01633105353518596,0.9999981928541809,0.9999981928541809
Intown Market,Gasoline Stations with Convenience Stores ,33.74784008,-84.34889561,MORELAND AVE SE @ MEMORIAL DR SE,39.10251252898552,0.02429723522001909,0.9999972781123222,0.9999972781123222
AMS HOSPITALITY LLC,All Other Support Services,33.78342512,-84.41117105,BRADY AVE @ HOWELL MILL RD,129.41404532453214,0.08041435950422667,0.999990834287086,0.999990834287086
Jacque,Beauty Salons ,33.761196,-84.39589,MARIETTA ST @ BAKER ST NW,21.845420655810823,0.013574148816167388,0.9999985094244335,0.9999985094244335
BIDKhome,Home Furnishing Merchant Wholesalers ,33.7606359,-84.38835861,PEACHTREE ST @ JOHN PORTMAN BLVD BLVD (P'TREE CTR STATION),66.3746660344475,0.04124340787804162,0.9999953322147656,0.9999953322147656
We are Statuz Incorporated,Barber Shops ,33.74819196,-84.41580708,ATLANTA STUDENT MOVEMENT BLVD @ EUHARLEE ST SW,113.40838056502707,0.07046887579071363,0.9999919763085234,0.9999919763085234
"Buckhead Capital Resources, LLC",Sales Financing ,33.8696021,-84.39533873,ROSWELL RD NE @ RICKENBACKER DR NE,1316.454882981371,0.8180091733141356,0.9999061376434868,0.9999061376434868
Cafe Sunflower,Full-Service Restaurants ,33.81278135,-84.39365925,PEACHTREE RD NW @ BENNETT ST NW,128.4632082822462,0.07982353528915345,0.9999909021303341,0.9999909021303341
I LOVE WING,Full-Service Restaurants ,33.68861456,-84.48763916,HEADLAND DR SW @ GREENBRIAR PKY SW,111.89517657428013,0.0695286120858738,0.9999920842772596,0.9999920842772596
Buckhead Saloon,Full-Service Restaurants ,33.84100548,-84.38060192,PEACHTREE RD NE @ E PACES FERRY RD,166.48679994678116,0.10345035849900032,0.9999881891060729,0.9999881891060729
Reise Counseling LLC,Outpatient Mental Health and Substance Abuse Centers ,33.77675631,-84.38315957,PEACHTREE ST NE @ 6TH ST NE,126.34137245293759,0.07850508435317434,0.9999910535256082,0.9999910535256082
